IDPROGRAMA,NAZIV,IDPREDMETA,NAZIVPREDMETA,OZNAKAROKA,SKGODINA,PROSECNAOCENA,BROJPOLAGANJA
101,"Matematika",2370,"Praksa nastave matematike i racunarstva","sep2",2019,9.667,3
101,"Matematika",2370,"Praksa nastave matematike i racunarstva","sep3",2019,8.500,3
101,"Matematika",2371,"Odabrana poglavlja analize A","jan1",2017,6.000,1
101,"Matematika",2371,"Odabrana poglavlja analize A","jan1",2018,8.500,1
101,"Matematika",2371,"Odabrana poglavlja analize A","jan1",2019,9.000,1
101,"Matematika",2371,"Odabrana poglavlja analize A","jan2",2017,5.000,1
101,"Matematika",2371,"Odabrana poglavlja analize A","jan2",2019,5.000,1
101,"Matematika",2371,"Odabrana poglavlja analize A","jun1",2019,5.000,1
101,"Matematika",2372,"Jednacine matematicke fizike","jan1",2016,5.000,4
101,"Matematika",2372,"Jednacine matematicke fizike","jan1",2018,5.000,4
101,"Matematika",2372,"Jednacine matematicke fizike","jan1",2019,7.667,4
101,"Matematika",2372,"Jednacine matematicke fizike","jan2",2016,6.000,4
101,"Matematika",2372,"Jednacine matematicke fizike","jan2",2018,5.000,4
101,"Matematika",2372,"Jednacine matematicke fizike","jan2",2019,5.000,4
101,"Matematika",2372,"Jednacine matematicke fizike","jun1",2018,5.000,4
101,"Matematika",2372,"Jednacine matematicke fizike","jun1",2019,9.000,4
101,"Matematika",2372,"Jednacine matematicke fizike","sep1",2018,7.000,4
101,"Matematika",2373,"Odabrana poglavlja geometrije A","jan1",2018,8.000,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","jan1",2019,5.500,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","jan2",2018,5.000,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","jan2",2019,8.333,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","jun1",2018,8.667,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","jun1",2019,7.000,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","sep1",2017,5.000,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","sep1",2018,8.000,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","sep1",2019,7.000,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","sep2",2019,8.000,3
101,"Matematika",2373,"Odabrana poglavlja geometrije A","sep3",2019,6.000,3
101,"Matematika",2375,"Odabrana poglavlja analize B","jun1",2018,10.000,1
101,"Matematika",2375,"Odabrana poglavlja analize B","jun2",2018,5.000,1
101,"Matematika",2375,"Odabrana poglavlja analize B","sep1",2019,10.000,1
101,"Matematika",2375,"Odabrana poglavlja analize B","sep2",2018,8.000,1
101,"Matematika",2375,"Odabrana poglavlja analize B","sep2",2019,5.000,1
101,"Matematika",2375,"Odabrana poglavlja analize B","sep3",2019,5.000,1
101,"Matematika",2376,"Leksicka analiza i primene","jan1",2016,5.000,3
101,"Matematika",2376,"Leksicka analiza i primene","jan1",2017,6.148,3
101,"Matematika",2376,"Leksicka analiza i primene","jan1",2018,5.478,3
101,"Matematika",2376,"Leksicka analiza i primene","jan1",2019,5.500,3
101,"Matematika",2376,"Leksicka analiza i primene","jan2",2017,6.300,3
101,"Matematika",2376,"Leksicka analiza i primene","jan2",2018,6.565,3
101,"Matematika",2376,"Leksicka analiza i primene","jan2",2019,6.114,3
101,"Matematika",2376,"Leksicka analiza i primene","jun1",2017,6.625,3
101,"Matematika",2376,"Leksicka analiza i primene","jun1",2018,5.800,3
101,"Matematika",2376,"Leksicka analiza i primene","jun1",2019,6.455,3
101,"Matematika",2376,"Leksicka analiza i primene","sep1",2016,5.000,3
101,"Matematika",2376,"Leksicka analiza i primene","sep1",2017,5.333,3
101,"Matematika",2376,"Leksicka analiza i primene","sep1",2018,6.000,3
101,"Matematika",2376,"Leksicka analiza i primene","sep1",2019,7.000,3
101,"Matematika",2376,"Leksicka analiza i primene","sep2",2019,5.750,3
101,"Matematika",2376,"Leksicka analiza i primene","sep3",2019,6.444,3
101,"Matematika",2377,"Operativni sistemi","jan1",2018,9.000,3
101,"Matematika",2377,"Operativni sistemi","jan1",2019,5.000,3
101,"Matematika",2377,"Operativni sistemi","jan2",2018,7.333,3
101,"Matematika",2377,"Operativni sistemi","jan2",2019,7.103,3
101,"Matematika",2377,"Operativni sistemi","jun1",2015,7.000,3
101,"Matematika",2377,"Operativni sistemi","jun1",2018,6.600,3
101,"Matematika",2377,"Operativni sistemi","jun1",2019,7.909,3
101,"Matematika",2377,"Operativni sistemi","jun2",2015,5.000,3
101,"Matematika",2377,"Operativni sistemi","sep1",2017,5.000,3
101,"Matematika",2377,"Operativni sistemi","sep1",2018,7.800,3
101,"Matematika",2377,"Operativni sistemi","sep1",2019,5.000,3
101,"Matematika",2377,"Operativni sistemi","sep2",2017,5.000,3
101,"Matematika",2377,"Operativni sistemi","sep2",2019,7.000,3
101,"Matematika",2377,"Operativni sistemi","sep3",2019,7.000,3
101,"Matematika",2378,"Arhitektura racunara 1","jan1",2017,5.000,2
101,"Matematika",2378,"Arhitektura racunara 1","jan1",2018,8.000,2
101,"Matematika",2378,"Arhitektura racunara 1","jan1",2019,8.200,2
101,"Matematika",2378,"Arhitektura racunara 1","jan2",2017,5.000,2
101,"Matematika",2378,"Arhitektura racunara 1","jan2",2018,8.706,2
101,"Matematika",2378,"Arhitektura racunara 1","jan2",2019,7.722,2
101,"Matematika",2378,"Arhitektura racunara 1","jun1",2018,9.000,2
101,"Matematika",2378,"Arhitektura racunara 1","jun1",2019,7.875,2
101,"Matematika",2378,"Arhitektura racunara 1","sep1",2017,10.000,2
101,"Matematika",2378,"Arhitektura racunara 1","sep1",2018,8.500,2
101,"Matematika",2378,"Arhitektura racunara 1","sep1",2019,5.000,2
101,"Matematika",2378,"Arhitektura racunara 1","sep2",2019,7.000,2
101,"Matematika",2378,"Arhitektura racunara 1","sep3",2019,10.000,2
101,"Matematika",2379,"Racunarske mreze","janps",2019,5.500,3
101,"Matematika",2379,"Racunarske mreze","jun1",2018,5.000,3
101,"Matematika",2379,"Racunarske mreze","jun1",2019,8.636,3
101,"Matematika",2379,"Racunarske mreze","jun2",2018,9.100,3
101,"Matematika",2379,"Racunarske mreze","jun2",2019,9.000,3
101,"Matematika",2379,"Racunarske mreze","sep1",2018,5.000,3
101,"Matematika",2379,"Racunarske mreze","sep1",2019,8.625,3
101,"Matematika",2379,"Racunarske mreze","sep2",2018,6.667,3
101,"Matematika",2379,"Racunarske mreze","sep2",2019,7.500,3
101,"Matematika",2379,"Racunarske mreze","sep3",2019,5.000,3
101,"Matematika",2380,"Funkcionalna analiza","janps",2019,8.000,3
101,"Matematika",2380,"Funkcionalna analiza","jun1",2018,9.000,3
101,"Matematika",2380,"Funkcionalna analiza","jun1",2019,7.000,3
101,"Matematika",2380,"Funkcionalna analiza","jun2",2018,7.000,3
101,"Matematika",2380,"Funkcionalna analiza","jun2",2019,7.750,3
101,"Matematika",2380,"Funkcionalna analiza","sep1",2018,5.000,3
101,"Matematika",2380,"Funkcionalna analiza","sep1",2019,5.000,3
101,"Matematika",2380,"Funkcionalna analiza","sep2",2017,5.000,3
101,"Matematika",2380,"Funkcionalna analiza","sep2",2018,7.250,3
101,"Matematika",2380,"Funkcionalna analiza","sep2",2019,5.000,3
101,"Matematika",2380,"Funkcionalna analiza","sep3",2019,5.000,3
101,"Matematika",2381,"Uvod u verovatnocu","jan1",2015,5.000,3
101,"Matematika",2381,"Uvod u verovatnocu","jan1",2016,7.056,3
101,"Matematika",2381,"Uvod u verovatnocu","jan1",2017,6.636,3
101,"Matematika",2381,"Uvod u verovatnocu","jan1",2018,8.500,3
101,"Matematika",2381,"Uvod u verovatnocu","jan1",2019,8.273,3
101,"Matematika",2381,"Uvod u verovatnocu","jan2",2015,5.000,3
101,"Matematika",2381,"Uvod u verovatnocu","jan2",2016,6.000,3
101,"Matematika",2381,"Uvod u verovatnocu","jan2",2017,6.000,3
101,"Matematika",2381,"Uvod u verovatnocu","jan2",2018,6.895,3
101,"Matematika",2381,"Uvod u verovatnocu","jan2",2019,7.929,3
101,"Matematika",2381,"Uvod u verovatnocu","jun1",2016,5.250,3
101,"Matematika",2381,"Uvod u verovatnocu","jun1",2017,6.417,3
101,"Matematika",2381,"Uvod u verovatnocu","jun1",2018,6.545,3
101,"Matematika",2381,"Uvod u verovatnocu","jun1",2019,5.000,3
101,"Matematika",2381,"Uvod u verovatnocu","sep1",2015,5.000,3
101,"Matematika",2381,"Uvod u verovatnocu","sep1",2016,7.500,3
101,"Matematika",2381,"Uvod u verovatnocu","sep1",2017,6.000,3
101,"Matematika",2381,"Uvod u verovatnocu","sep1",2018,7.250,3
101,"Matematika",2381,"Uvod u verovatnocu","sep1",2019,7.333,3
101,"Matematika",2381,"Uvod u verovatnocu","sep2",2019,7.500,3
101,"Matematika",2381,"Uvod u verovatnocu","sep3",2019,6.500,3
101,"Matematika",2382,"Uvod u statistiku","janps",2019,5.000,3
101,"Matematika",2382,"Uvod u statistiku","jun1",2015,5.000,3
101,"Matematika",2382,"Uvod u statistiku","jun1",2016,8.300,3
101,"Matematika",2382,"Uvod u statistiku","jun1",2017,5.550,3
101,"Matematika",2382,"Uvod u statistiku","jun1",2018,7.500,3
101,"Matematika",2382,"Uvod u statistiku","jun1",2019,8.316,3
101,"Matematika",2382,"Uvod u statistiku","jun2",2015,5.000,3
101,"Matematika",2382,"Uvod u statistiku","jun2",2016,7.500,3
101,"Matematika",2382,"Uvod u statistiku","jun2",2017,6.111,3
101,"Matematika",2382,"Uvod u statistiku","jun2",2018,6.684,3
101,"Matematika",2382,"Uvod u statistiku","jun2",2019,6.733,3
101,"Matematika",2382,"Uvod u statistiku","sep1",2016,6.333,3
101,"Matematika",2382,"Uvod u statistiku","sep1",2017,6.556,3
101,"Matematika",2382,"Uvod u statistiku","sep1",2018,5.500,3
101,"Matematika",2382,"Uvod u statistiku","sep1",2019,5.300,3
101,"Matematika",2382,"Uvod u statistiku","sep2",2016,6.600,3
101,"Matematika",2382,"Uvod u statistiku","sep2",2017,5.500,3
101,"Matematika",2382,"Uvod u statistiku","sep2",2018,6.800,3
101,"Matematika",2382,"Uvod u statistiku","sep2",2019,6.111,3
101,"Matematika",2382,"Uvod u statistiku","sep3",2019,8.429,3
101,"Matematika",2383,"Kompleksna analiza","jan1",2015,5.000,3
101,"Matematika",2383,"Kompleksna analiza","jan1",2016,5.000,3
101,"Matematika",2383,"Kompleksna analiza","jan1",2017,8.200,3
101,"Matematika",2383,"Kompleksna analiza","jan1",2018,7.700,3
101,"Matematika",2383,"Kompleksna analiza","jan1",2019,8.400,3
101,"Matematika",2383,"Kompleksna analiza","jan2",2016,5.000,3
101,"Matematika",2383,"Kompleksna analiza","jan2",2017,9.000,3
101,"Matematika",2383,"Kompleksna analiza","jan2",2018,9.000,3
101,"Matematika",2383,"Kompleksna analiza","jan2",2019,5.000,3
101,"Matematika",2383,"Kompleksna analiza","jun1",2016,5.000,3
101,"Matematika",2383,"Kompleksna analiza","jun1",2017,8.167,3
101,"Matematika",2383,"Kompleksna analiza","jun1",2018,8.000,3
101,"Matematika",2383,"Kompleksna analiza","jun1",2019,8.333,3
101,"Matematika",2383,"Kompleksna analiza","sep1",2016,5.000,3
101,"Matematika",2383,"Kompleksna analiza","sep1",2017,10.000,3
101,"Matematika",2383,"Kompleksna analiza","sep1",2018,6.333,3
101,"Matematika",2383,"Kompleksna analiza","sep1",2019,8.667,3
101,"Matematika",2383,"Kompleksna analiza","sep2",2019,5.000,3
101,"Matematika",2383,"Kompleksna analiza","sep3",2019,5.000,3
101,"Matematika",2384,"Elementi finansijske matematike","jan1",2017,5.000,2
101,"Matematika",2384,"Elementi finansijske matematike","jan2",2017,5.000,2
101,"Matematika",2384,"Elementi finansijske matematike","janps",2019,5.000,2
101,"Matematika",2384,"Elementi finansijske matematike","jun1",2017,5.000,2
101,"Matematika",2384,"Elementi finansijske matematike","jun1",2018,10.000,2
101,"Matematika",2384,"Elementi finansijske matematike","jun1",2019,7.667,2
101,"Matematika",2384,"Elementi finansijske matematike","jun2",2018,9.000,2
101,"Matematika",2384,"Elementi finansijske matematike","jun2",2019,8.000,2
101,"Matematika",2384,"Elementi finansijske matematike","sep1",2017,7.000,2
101,"Matematika",2384,"Elementi finansijske matematike","sep1",2018,8.000,2
101,"Matematika",2384,"Elementi finansijske matematike","sep1",2019,9.000,2
101,"Matematika",2384,"Elementi finansijske matematike","sep2",2018,8.600,2
101,"Matematika",2384,"Elementi finansijske matematike","sep2",2019,7.000,2
101,"Matematika",2384,"Elementi finansijske matematike","sep3",2019,7.333,2
101,"Matematika",2385,"Efemeridska astronomija 1","jan1",2017,5.000,5
101,"Matematika",2385,"Efemeridska astronomija 1","jan1",2018,10.000,5
101,"Matematika",2385,"Efemeridska astronomija 1","jan2",2017,5.000,5
101,"Matematika",2385,"Efemeridska astronomija 1","jan2",2018,5.000,5
101,"Matematika",2385,"Efemeridska astronomija 1","sep1",2015,5.000,5
101,"Matematika",2386,"Racionalna mehanika 1","jan1",2018,6.000,1
101,"Matematika",2386,"Racionalna mehanika 1","jan2",2016,5.000,1
101,"Matematika",2386,"Racionalna mehanika 1","jan2",2018,5.000,1
101,"Matematika",2386,"Racionalna mehanika 1","jun1",2016,9.000,1
101,"Matematika",2386,"Racionalna mehanika 1","jun1",2018,5.000,1
101,"Matematika",2386,"Racionalna mehanika 1","sep1",2018,6.000,1
104,"Astronomija i astrofizika",2386,"Racionalna mehanika 1","jan1",2018,6.000,1
104,"Astronomija i astrofizika",2386,"Racionalna mehanika 1","jan2",2016,5.000,1
104,"Astronomija i astrofizika",2386,"Racionalna mehanika 1","jan2",2018,5.000,1
104,"Astronomija i astrofizika",2386,"Racionalna mehanika 1","jun1",2016,9.000,1
104,"Astronomija i astrofizika",2386,"Racionalna mehanika 1","jun1",2018,5.000,1
104,"Astronomija i astrofizika",2386,"Racionalna mehanika 1","sep1",2018,6.000,1
101,"Matematika",2387,"Opsta astrofizika 1","jan1",2016,5.000,3
101,"Matematika",2387,"Opsta astrofizika 1","jan1",2017,9.667,3
101,"Matematika",2387,"Opsta astrofizika 1","jan1",2018,8.250,3
101,"Matematika",2387,"Opsta astrofizika 1","jan1",2019,9.333,3
101,"Matematika",2387,"Opsta astrofizika 1","jan2",2016,8.000,3
101,"Matematika",2387,"Opsta astrofizika 1","jan2",2017,10.000,3
101,"Matematika",2387,"Opsta astrofizika 1","jan2",2018,9.333,3
101,"Matematika",2387,"Opsta astrofizika 1","jan2",2019,8.750,3
101,"Matematika",2387,"Opsta astrofizika 1","jun1",2016,5.000,3
101,"Matematika",2387,"Opsta astrofizika 1","jun1",2017,5.000,3
101,"Matematika",2387,"Opsta astrofizika 1","jun1",2018,5.000,3
101,"Matematika",2387,"Opsta astrofizika 1","jun1",2019,8.000,3
101,"Matematika",2387,"Opsta astrofizika 1","sep1",2015,6.000,3
101,"Matematika",2387,"Opsta astrofizika 1","sep1",2016,7.000,3
101,"Matematika",2387,"Opsta astrofizika 1","sep1",2017,5.000,3
101,"Matematika",2387,"Opsta astrofizika 1","sep1",2018,5.000,3
101,"Matematika",2387,"Opsta astrofizika 1","sep1",2019,5.000,3
101,"Matematika",2387,"Opsta astrofizika 1","sep2",2019,6.000,3
101,"Matematika",2387,"Opsta astrofizika 1","sep3",2019,6.500,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jan1",2016,5.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jan1",2017,9.667,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jan1",2018,8.250,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jan1",2019,9.333,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jan2",2016,8.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jan2",2017,10.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jan2",2018,9.333,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jan2",2019,8.750,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jun1",2016,5.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jun1",2017,5.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jun1",2018,5.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","jun1",2019,8.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","sep1",2015,6.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","sep1",2016,7.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","sep1",2017,5.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","sep1",2018,5.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","sep1",2019,5.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","sep2",2019,6.000,3
104,"Astronomija i astrofizika",2387,"Opsta astrofizika 1","sep3",2019,6.500,3
101,"Matematika",2388,"Uvod u nebesku mehaniku","jun1",2017,5.000,3
101,"Matematika",2388,"Uvod u nebesku mehaniku","jun1",2018,5.000,3
101,"Matematika",2388,"Uvod u nebesku mehaniku","jun2",2017,5.000,3
101,"Matematika",2388,"Uvod u nebesku mehaniku","jun2",2018,6.667,3
101,"Matematika",2388,"Uvod u nebesku mehaniku","sep1",2017,6.000,3
101,"Matematika",2388,"Uvod u nebesku mehaniku","sep1",2018,5.000,3
101,"Matematika",2388,"Uvod u nebesku mehaniku","sep2",2017,5.000,3
101,"Matematika",2388,"Uvod u nebesku mehaniku","sep2",2018,6.000,3
104,"Astronomija i astrofizika",2388,"Uvod u nebesku mehaniku","jun1",2017,5.000,3
104,"Astronomija i astrofizika",2388,"Uvod u nebesku mehaniku","jun1",2018,5.000,3
104,"Astronomija i astrofizika",2388,"Uvod u nebesku mehaniku","jun2",2017,5.000,3
104,"Astronomija i astrofizika",2388,"Uvod u nebesku mehaniku","jun2",2018,6.667,3
104,"Astronomija i astrofizika",2388,"Uvod u nebesku mehaniku","sep1",2017,6.000,3
104,"Astronomija i astrofizika",2388,"Uvod u nebesku mehaniku","sep1",2018,5.000,3
104,"Astronomija i astrofizika",2388,"Uvod u nebesku mehaniku","sep2",2017,5.000,3
104,"Astronomija i astrofizika",2388,"Uvod u nebesku mehaniku","sep2",2018,6.000,3
101,"Matematika",2389,"Prakticna astronomija","jun1",2017,10.000,2
101,"Matematika",2389,"Prakticna astronomija","jun1",2018,10.000,2
101,"Matematika",2389,"Prakticna astronomija","jun1",2019,5.000,2
101,"Matematika",2389,"Prakticna astronomija","jun2",2017,5.000,2
101,"Matematika",2389,"Prakticna astronomija","jun2",2018,5.000,2
101,"Matematika",2389,"Prakticna astronomija","jun2",2019,5.000,2
101,"Matematika",2389,"Prakticna astronomija","sep1",2019,5.000,2
101,"Matematika",2389,"Prakticna astronomija","sep2",2019,5.000,2
101,"Matematika",2389,"Prakticna astronomija","sep3",2019,9.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","jun1",2017,10.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","jun1",2018,10.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","jun1",2019,5.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","jun2",2017,5.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","jun2",2018,5.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","jun2",2019,5.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","sep1",2019,5.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","sep2",2019,5.000,2
104,"Astronomija i astrofizika",2389,"Prakticna astronomija","sep3",2019,9.000,2
101,"Matematika",2390,"Opsta astrofizika 2","jun1",2016,9.000,3
101,"Matematika",2390,"Opsta astrofizika 2","jun1",2017,9.000,3
101,"Matematika",2390,"Opsta astrofizika 2","jun1",2018,8.500,3
101,"Matematika",2390,"Opsta astrofizika 2","jun1",2019,8.667,3
101,"Matematika",2390,"Opsta astrofizika 2","jun2",2016,5.000,3
101,"Matematika",2390,"Opsta astrofizika 2","jun2",2017,9.500,3
101,"Matematika",2390,"Opsta astrofizika 2","jun2",2018,5.000,3
101,"Matematika",2390,"Opsta astrofizika 2","jun2",2019,5.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep1",2016,5.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep1",2017,5.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep1",2018,7.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep1",2019,10.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep2",2016,7.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep2",2017,9.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep2",2018,8.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep2",2019,8.000,3
101,"Matematika",2390,"Opsta astrofizika 2","sep3",2019,7.333,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","jun1",2016,9.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","jun1",2017,9.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","jun1",2018,8.500,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","jun1",2019,8.667,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","jun2",2016,5.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","jun2",2017,9.500,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","jun2",2018,5.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","jun2",2019,5.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep1",2016,5.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep1",2017,5.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep1",2018,7.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep1",2019,10.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep2",2016,7.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep2",2017,9.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep2",2018,8.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep2",2019,8.000,3
104,"Astronomija i astrofizika",2390,"Opsta astrofizika 2","sep3",2019,7.333,3
101,"Matematika",2391,"Polozajna astronomija","jun1",2017,5.000,4
101,"Matematika",2391,"Polozajna astronomija","jun1",2018,10.000,4
101,"Matematika",2391,"Polozajna astronomija","jun2",2017,5.000,4
101,"Matematika",2391,"Polozajna astronomija","jun2",2019,5.000,4
101,"Matematika",2391,"Polozajna astronomija","sep1",2017,5.000,4
101,"Matematika",2391,"Polozajna astronomija","sep1",2019,5.000,4
101,"Matematika",2391,"Polozajna astronomija","sep2",2017,5.000,4
101,"Matematika",2391,"Polozajna astronomija","sep2",2019,5.000,4
101,"Matematika",2391,"Polozajna astronomija","sep3",2019,5.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","jun1",2017,5.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","jun1",2018,10.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","jun2",2017,5.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","jun2",2019,5.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","sep1",2017,5.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","sep1",2019,5.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","sep2",2017,5.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","sep2",2019,5.000,4
104,"Astronomija i astrofizika",2391,"Polozajna astronomija","sep3",2019,5.000,4
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","jan1",2017,5.000,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","jan1",2018,8.000,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","jan1",2019,5.000,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","jan2",2018,8.000,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","jan2",2019,5.000,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","jun1",2017,9.000,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","jun1",2019,8.500,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","sep1",2019,5.000,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","sep2",2019,6.000,3
101,"Matematika",2392,"Obrada astronomskih posmatranja 1","sep3",2019,5.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","jan1",2017,5.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","jan1",2018,8.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","jan1",2019,5.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","jan2",2018,8.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","jan2",2019,5.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","jun1",2017,9.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","jun1",2019,8.500,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","sep1",2019,5.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","sep2",2019,6.000,3
104,"Astronomija i astrofizika",2392,"Obrada astronomskih posmatranja 1","sep3",2019,5.000,3
101,"Matematika",2393,"Dinamika Suncevog sistema","sep1",2015,8.000,1
101,"Matematika",2394,"Planetarna astronomija","jan1",2017,5.000,2
101,"Matematika",2394,"Planetarna astronomija","jun1",2017,5.000,2
101,"Matematika",2394,"Planetarna astronomija","jun1",2019,8.500,2
101,"Matematika",2394,"Planetarna astronomija","jun2",2015,5.000,2
101,"Matematika",2394,"Planetarna astronomija","jun2",2019,10.000,2
101,"Matematika",2394,"Planetarna astronomija","sep1",2015,5.000,2
101,"Matematika",2394,"Planetarna astronomija","sep1",2016,5.000,2
101,"Matematika",2394,"Planetarna astronomija","sep1",2017,8.000,2
101,"Matematika",2394,"Planetarna astronomija","sep2",2015,5.000,2
101,"Matematika",2394,"Planetarna astronomija","sep2",2016,6.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","jan1",2017,5.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","jun1",2017,5.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","jun1",2019,8.500,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","jun2",2015,5.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","jun2",2019,10.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","sep1",2015,5.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","sep1",2016,5.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","sep1",2017,8.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","sep2",2015,5.000,2
104,"Astronomija i astrofizika",2394,"Planetarna astronomija","sep2",2016,6.000,2
101,"Matematika",2395,"Zvezdana astronomija","jun1",2015,5.000,4
101,"Matematika",2395,"Zvezdana astronomija","jun2",2015,5.000,4
101,"Matematika",2395,"Zvezdana astronomija","sep1",2015,6.000,4
101,"Matematika",2395,"Zvezdana astronomija","sep2",2015,5.000,4
101,"Matematika",2396,"Dinamika zvezdanih sistema","jun1",2019,9.000,1
101,"Matematika",2396,"Dinamika zvezdanih sistema","jun2",2019,7.500,1
