INDEKS,IDPREDMETA, DOBIJENAOCENA,SKGODINA,OZNAKAROKA,KOLIKOPUTAJEUPISANPREDMET, PROSEK,BROJSESTICA,BROJSEDMICA, BROJOSMICA,BROJDEVETKI, BROJDESETKI
20150056,2025,5,2017,jan2,3,7.62790697674419,10,13,7,9,4
20150066,2021,7,2017,jan2,2,8.575,3,6,8,11,12
20150382,1890,8,2017,jan2,2,8.53846153846154,4,5,8,10,12
20150382,1973,8,2017,jan2,2,8.53846153846154,4,5,8,10,12
20150110,1580,5,2017,jan2,10,7.31034482758621,7,13,4,3,2
20150110,2025,5,2017,jan2,7,7.31034482758621,7,13,4,3,2
20150398,2017,5,2017,jan2,6,7.27272727272727,8,5,5,3,1
20150100,2329,6,2017,jan2,2,8.16279069767442,6,11,8,6,12
20150273,2021,5,2017,jan2,4,8.075,5,13,7,4,11
20150287,2017,5,2017,jan2,5,7.30769230769231,8,8,6,2,2
20150123,1936,7,2017,jan2,2,7.68181818181818,3,9,5,2,3
20150123,1937,5,2017,jan2,4,7.68181818181818,3,9,5,2,3
20150123,2376,7,2017,jan2,2,7.68181818181818,3,9,5,2,3
20150375,1900,6,2017,jan2,2,7.36363636363636,9,9,10,4,1
20150374,2025,8,2017,jan2,2,8.32558139534884,3,7,15,9,9
20150374,2329,5,2017,jan2,3,8.32558139534884,3,7,15,9,9
20150001,1973,5,2017,jan2,3,7.77777777777778,9,5,13,3,6
20150032,2017,8,2017,jan2,2,8.80952380952381,1,1,15,13,12
20150032,2021,10,2017,jan2,2,8.80952380952381,1,1,15,13,12
20150032,2329,6,2017,jan2,2,8.80952380952381,1,1,15,13,12
20150387,2021,5,2017,jan2,6,7.97222222222222,7,6,10,7,6
20150387,2329,5,2017,jan2,14,7.97222222222222,7,6,10,7,6
20150324,2017,5,2017,jan2,4,7.51351351351351,8,14,5,8,2
20150324,2021,7,2017,jan2,2,7.51351351351351,8,14,5,8,2
20150324,2025,5,2017,jan2,3,7.51351351351351,8,14,5,8,2
20150107,1937,5,2017,jan2,6,6.9,17,14,6,2,1
20150107,1943,5,2017,jan2,4,6.9,17,14,6,2,1
20150107,2376,5,2017,jan2,3,6.9,17,14,6,2,1
20150239,2017,9,2017,jan2,2,8.45238095238095,7,4,8,9,14
20150239,2021,10,2017,jan2,2,8.45238095238095,7,4,8,9,14
20150239,2025,8,2017,jan2,1,8.45238095238095,7,4,8,9,14
20150424,1900,8,2017,jan2,1,8,8,5,16,7,7
20150424,1943,6,2017,jan2,2,8,8,5,16,7,7
20150139,2332,9,2017,jan2,2,8.86486486486487,2,2,7,14,12
20150058,2021,9,2017,jan2,2,8.90697674418605,3,3,8,10,19
20150058,2025,8,2017,jan2,2,8.90697674418605,3,3,8,10,19
20150058,2329,6,2017,jan2,2,8.90697674418605,3,3,8,10,19
20150348,1883,7,2017,jan2,6,7.69230769230769,2,5,2,3,1
20150272,2016,8,2017,jan2,2,8.46511627906977,6,6,5,14,12
20150272,2017,9,2017,jan2,2,8.46511627906977,6,6,5,14,12
20150272,2021,10,2017,jan2,2,8.46511627906977,6,6,5,14,12
20150272,2329,6,2017,jan2,2,8.46511627906977,6,6,5,14,12
20150007,2017,8,2017,jan2,2,8.0952380952381,7,8,10,8,9
20150007,2021,8,2017,jan2,2,8.0952380952381,7,8,10,8,9
20150007,2329,5,2017,jan2,3,8.0952380952381,7,8,10,8,9
20150065,1936,5,2017,jan2,8,7.68292682926829,9,13,6,8,5
20150065,1937,5,2017,jan2,5,7.68292682926829,9,13,6,8,5
20150429,2016,5,2017,jan2,3,7.22222222222222,12,13,5,3,3
20150429,2017,6,2017,jan2,2,7.22222222222222,12,13,5,3,3
20150183,2020,5,2017,jan2,3,7.28,10,6,4,2,3
20150183,2170,6,2017,jan2,8,7.28,10,6,4,2,3
20150282,1973,8,2017,jan2,2,8.60526315789474,1,7,8,12,10
20150374,2017,7,2017,jan2,2,8.32558139534884,3,7,15,9,9
20150208,1884,7,2017,jan2,2,7.17241379310345,8,12,6,2,1
20150208,1889,7,2017,jan2,2,7.17241379310345,8,12,6,2,1
20150293,2017,7,2017,jan2,2,7.83720930232558,8,9,14,6,6
20150293,2021,7,2017,jan2,2,7.83720930232558,8,9,14,6,6
20150293,2329,6,2017,jan2,1,7.83720930232558,8,9,14,6,6
20150299,2022,5,2017,jan2,8,7.18518518518519,9,10,3,4,1
20150395,2009,5,2017,jan2,6,7.94444444444444,4,4,2,5,3
20150395,2016,5,2017,jan2,3,7.94444444444444,4,4,2,5,3
20150165,1900,8,2017,jan2,2,9.05,2,3,4,13,18
20150165,1936,10,2017,jan2,2,9.05,2,3,4,13,18
20150039,1877,8,2017,jan2,6,7.60714285714286,5,7,11,4,1
20150039,1878,6,2017,jan2,4,7.60714285714286,5,7,11,4,1
20150097,2017,8,2017,jan2,2,8.6046511627907,2,7,9,13,12
20150434,1937,6,2017,jan2,2,7.13888888888889,12,13,7,2,2
20150258,2020,5,2017,jan2,8,8.22222222222222,2,1,2,1,3
20150258,2171,5,2017,jan2,11,8.22222222222222,2,1,2,1,3
20150191,1878,6,2017,jan2,6,7.28571428571429,9,8,7,2,2
20150204,1878,6,2017,jan2,5,7.08333333333333,11,5,5,1,2
20150204,2367,5,2017,jan2,3,7.08333333333333,11,5,5,1,2
20150379,2016,8,2017,jan2,2,8.47619047619048,1,9,10,13,9
20150379,2017,5,2017,jan2,3,8.47619047619048,1,9,10,13,9
20150178,1900,7,2017,jan2,2,7.80487804878049,11,5,9,13,3
20150178,1936,8,2017,jan2,2,7.80487804878049,11,5,9,13,3
20150178,1937,8,2017,jan2,2,7.80487804878049,11,5,9,13,3
20150167,2017,8,2017,jan2,2,8.06976744186047,6,5,18,8,6
20150167,2021,10,2017,jan2,2,8.06976744186047,6,5,18,8,6
20150167,2329,6,2017,jan2,2,8.06976744186047,6,5,18,8,6
20150086,1973,8,2017,jan2,2,7.61111111111111,7,11,10,5,3
20150136,2009,7,2017,jan2,6,6.77777777777778,11,3,2,1,1
20150136,2329,5,2017,jan2,4,6.77777777777778,11,3,2,1,1
20150409,1900,7,2017,jan2,2,7.375,10,15,8,4,3
20150409,1936,7,2017,jan2,2,7.375,10,15,8,4,3
20150409,2376,6,2017,jan2,2,7.375,10,15,8,4,3
20150091,1943,5,2017,jan2,4,7.8,5,15,9,5,6
20150131,2021,5,2017,jan2,4,7.05128205128205,14,14,7,3,1
20150131,2326,7,2017,jan2,2,7.05128205128205,14,14,7,3,1
20150124,1878,6,2017,jan2,5,7.03225806451613,14,8,4,4,1
20150085,1878,7,2017,jan2,2,7.71428571428571,5,2,2,2,3
20150060,2017,7,2017,jan2,2,7.76190476190476,8,8,17,4,5
20150060,2021,9,2017,jan2,2,7.76190476190476,8,8,17,4,5
20150060,2329,5,2017,jan2,4,7.76190476190476,8,8,17,4,5
20150252,2017,6,2017,jan2,2,7.16216216216216,19,5,5,4,4
20150252,2021,6,2017,jan2,2,7.16216216216216,19,5,5,4,4
20150252,2025,7,2017,jan2,2,7.16216216216216,19,5,5,4,4
20150252,2332,6,2017,jan2,2,7.16216216216216,19,5,5,4,4
20150403,1900,7,2017,jan2,2,7.4375,9,9,7,5,2
20150403,1936,8,2017,jan2,2,7.4375,9,9,7,5,2
20150396,1938,8,2017,jan2,2,7.02941176470588,15,9,5,4,1
20150415,1878,5,2017,jan2,7,7.46153846153846,4,4,1,3,1
20150415,2376,7,2017,jan2,2,7.46153846153846,4,4,1,3,1
20150350,1937,5,2017,jan2,1,6.91666666666667,8,13,1,1,1
20150350,1943,5,2017,jan2,7,6.91666666666667,8,13,1,1,1
20150404,2017,7,2017,jan2,2,7.93023255813954,8,8,11,11,5
20150404,2025,5,2017,jan2,4,7.93023255813954,8,8,11,11,5
20150404,2329,5,2017,jan2,4,7.93023255813954,8,8,11,11,5
20150201,1936,7,2017,jan2,2,6.95,15,17,4,3,1
20150201,2376,6,2017,jan2,2,6.95,15,17,4,3,1
20150191,2376,6,2017,jan2,1,7.28571428571429,9,8,7,2,2
20150128,2016,8,2017,jan2,2,8.54761904761905,2,4,16,9,11
20150231,2017,7,2017,jan2,3,7.69047619047619,10,9,12,6,5
20150231,2021,9,2017,jan2,2,7.69047619047619,10,9,12,6,5
20150231,2025,8,2017,jan2,2,7.69047619047619,10,9,12,6,5
20150166,1900,7,2017,jan2,2,7.775,9,9,9,8,5
20150166,1936,9,2017,jan2,2,7.775,9,9,9,8,5
20150166,2376,6,2017,jan2,2,7.775,9,9,9,8,5
20150323,1900,7,2017,jan2,2,7.7,8,11,9,9,3
20150323,1936,9,2017,jan2,2,7.7,8,11,9,9,3
20150323,2376,6,2017,jan2,2,7.7,8,11,9,9,3
20150294,2362,9,2017,jan2,2,8.2972972972973,5,5,9,10,8
20150091,1900,6,2017,jan2,2,7.8,5,15,9,5,6
20150091,1936,7,2017,jan2,2,7.8,5,15,9,5,6
20150276,2016,6,2017,jan2,2,7.76190476190476,11,4,14,10,3
20150276,2020,5,2017,jan2,8,7.76190476190476,11,4,14,10,3
20150186,1877,7,2017,jan2,5,7.31578947368421,11,14,7,2,4
20150186,1889,5,2017,jan2,4,7.31578947368421,11,14,7,2,4
20150186,1973,7,2017,jan2,2,7.31578947368421,11,14,7,2,4
20150031,1878,5,2017,jan2,9,7.18518518518519,9,10,3,4,1
20150003,1936,8,2017,jan2,2,7.18918918918919,12,13,7,3,2
20150003,1937,5,2017,jan2,8,7.18918918918919,12,13,7,3,2
20150003,2376,5,2017,jan2,3,7.18918918918919,12,13,7,3,2
20150261,2367,9,2017,jan2,2,7.5,10,7,13,3,3
20150117,1878,5,2017,jan2,7,7.61904761904762,5,6,5,2,3
20150255,2020,5,2017,jan2,10,7.14285714285714,16,12,9,2,3
20150255,2021,5,2017,jan2,3,7.14285714285714,16,12,9,2,3
20150164,2017,8,2017,jan2,2,8.7906976744186,1,5,8,17,12
20150164,2021,10,2017,jan2,2,8.7906976744186,1,5,8,17,12
20150164,2329,5,2017,jan2,3,8.7906976744186,1,5,8,17,12
20150217,2016,8,2017,jan2,2,7.73809523809524,7,10,13,11,1
20150129,2017,5,2017,jan2,3,8.40476190476191,2,7,13,12,8
20150129,2329,6,2017,jan2,2,8.40476190476191,2,7,13,12,8
20150115,1936,5,2017,jan2,4,7.77777777777778,3,4,7,2,2
20150115,1937,5,2017,jan2,6,7.77777777777778,3,4,7,2,2
20150115,2376,5,2017,jan2,3,7.77777777777778,3,4,7,2,2
20150146,2021,5,2017,jan2,3,8.02439024390244,7,9,8,10,7
20150146,2025,8,2017,jan2,1,8.02439024390244,7,9,8,10,7
20150402,1936,9,2017,jan2,2,7.8,7,11,9,9,4
20150402,1937,5,2017,jan2,4,7.8,7,11,9,9,4
20150402,1943,7,2017,jan2,2,7.8,7,11,9,9,4
20150418,2016,8,2017,jan2,2,7.9,8,9,9,7,7
20150418,2329,8,2017,jan2,2,7.9,8,9,9,7,7
20150196,2016,6,2017,jan2,2,7.52380952380952,13,9,10,5,5
20150196,2017,7,2017,jan2,2,7.52380952380952,13,9,10,5,5
20150196,2021,8,2017,jan2,2,7.52380952380952,13,9,10,5,5
20150215,2376,7,2017,jan2,3,7.83333333333333,1,2,1,1,1
20150082,1936,7,2017,jan2,2,7.125,6,6,1,2,1
20150082,2376,6,2017,jan2,2,7.125,6,6,1,2,1
20150314,1900,6,2017,jan2,2,7.75,7,3,6,5,3
20150314,1938,8,2017,jan2,2,7.75,7,3,6,5,3
20150314,1943,5,2017,jan2,3,7.75,7,3,6,5,3
20150193,1938,7,2017,jan2,2,7.15151515151515,9,14,7,2,1
20150193,2376,5,2017,jan2,6,7.15151515151515,9,14,7,2,1
20150223,2017,6,2017,jan2,2,7.05,18,9,7,5,1
20150223,2020,5,2017,jan2,7,7.05,18,9,7,5,1
20150223,2021,6,2017,jan2,2,7.05,18,9,7,5,1
20150223,2329,5,2017,jan2,3,7.05,18,9,7,5,1
20150388,2016,5,2017,jan2,3,7.70967741935484,6,9,8,4,4
20150388,2017,7,2017,jan2,2,7.70967741935484,6,9,8,4,4
20150035,1884,7,2017,jan2,6,7.76923076923077,2,4,4,1,2
20150399,1878,6,2017,jan2,2,7.54545454545455,4,7,8,1,2
20150389,1884,5,2017,jan2,4,7.3125,6,4,3,1,2
20150160,1900,9,2017,jan2,2,9.025,1,2,6,17,14
20150160,1943,9,2017,jan2,3,9.025,1,2,6,17,14
20150347,1889,7,2017,jan2,2,7.35294117647059,10,13,3,5,3
20150268,1900,7,2017,jan2,2,7.2,14,10,11,4,1
20150268,1938,8,2017,jan2,1,7.2,14,10,11,4,1
20150251,2381,5,2017,jan2,4,6.96774193548387,13,11,4,1,2
20150260,1889,5,2017,jan2,5,6.9375,7,6,1,1,1
20150260,2405,6,2017,jan2,2,6.9375,7,6,1,1,1
20150047,1878,5,2017,jan2,11,7.20833333333333,8,8,4,3,1
20150047,2366,9,2017,jan2,2,7.20833333333333,8,8,4,3,1
20150126,2009,6,2017,jan2,4,7.64705882352941,6,3,2,3,3
20150126,2327,6,2017,jan2,2,7.64705882352941,6,3,2,3,3
20150038,2376,5,2017,jan2,4,7.32352941176471,7,15,8,2,2
20150159,2016,6,2017,jan2,6,7.47826086956522,7,6,5,2,3
20150159,2329,5,2017,jan2,7,7.47826086956522,7,6,5,2,3
20150089,2022,5,2017,jan2,7,7.45833333333333,5,9,5,4,1
20150144,1982,9,2017,jan2,2,7.26666666666667,7,2,2,3,1
20150266,2017,6,2017,jan2,6,7.55555555555556,6,8,8,2,3
20150168,2381,7,2017,jan2,2,7.75,2,2,1,2,1
20150015,1889,5,2017,jan2,3,7.73170731707317,9,11,9,6,6
20150015,2453,10,2017,jan2,2,7.73170731707317,9,11,9,6,6
20150190,1936,9,2017,jan2,2,7.97368421052632,6,7,11,10,4
20151137,2214,7,2017,jan2,1,7.69230769230769,1,7,1,3,1
20151153,2323,7,2017,jan2,2,8.09090909090909,1,2,4,3,1
20151086,2204,8,2017,jan2,7,7.84615384615385,2,2,6,2,1
20160301,2010,5,2017,jan2,2,8.75,4,1,8,5,14
20160301,2327,8,2017,jan2,2,8.75,4,1,8,5,14
20160164,2009,5,2017,jan2,4,6.8,13,3,1,1,2
20160164,2171,6,2017,jan2,6,6.8,13,3,1,1,2
20160168,1878,5,2017,jan2,3,8.29032258064516,5,5,6,6,9
20160168,2358,8,2017,jan2,2,8.29032258064516,5,5,6,6,9
20160448,1883,7,2017,jan2,1,8.64705882352941,2,2,3,3,7
20160448,2358,10,2017,jan2,2,8.64705882352941,2,2,3,3,7
20160050,1878,8,2017,jan2,2,8,2,1,6,3,1
20150075,2329,5,2017,jan2,4,7.17391304347826,9,5,6,2,1
20160191,2020,7,2017,jan2,2,8.75,1,7,8,14,14
20160191,2327,10,2017,jan2,2,8.75,1,7,8,14,14
20160167,1878,8,2017,jan2,2,7.96,1,7,12,2,3
20160167,2358,9,2017,jan2,1,7.96,1,7,12,2,3
20160144,1884,5,2017,jan2,7,7.72727272727273,3,3,1,2,2
20160158,1878,9,2017,jan2,1,8.125,1,4,11,7,1
20160207,2009,7,2017,jan2,2,7.48648648648649,9,11,10,4,3
20160207,2326,8,2017,jan2,2,7.48648648648649,9,11,10,4,3
20160207,2327,7,2017,jan2,2,7.48648648648649,9,11,10,4,3
20160417,2009,10,2017,jan2,2,8.60975609756098,3,6,9,9,14
20160417,2326,10,2017,jan2,2,8.60975609756098,3,6,9,9,14
20160417,2327,7,2017,jan2,2,8.60975609756098,3,6,9,9,14
20160278,2327,7,2017,jan2,1,7.6969696969697,5,12,6,8,2
20160091,1884,9,2017,jan2,2,8.13333333333333,4,9,3,7,7
20160195,2358,6,2017,jan2,2,7,9,4,1,1,2
20160007,1878,8,2017,jan2,2,7.96774193548387,6,2,12,9,2
20160336,2326,9,2017,jan2,2,8.18518518518519,2,6,8,7,4
20160198,2010,7,2017,jan2,2,7.7948717948718,9,9,9,5,7
20160198,2020,7,2017,jan2,2,7.7948717948718,9,9,9,5,7
20160198,2326,10,2017,jan2,2,7.7948717948718,9,9,9,5,7
20160305,2358,10,2017,jan2,2,9.1,1,3,7,9,20
20160096,2009,5,2017,jan2,3,7.21428571428571,8,11,5,3,1
20160096,2010,7,2017,jan2,2,7.21428571428571,8,11,5,3,1
20160096,2327,6,2017,jan2,2,7.21428571428571,8,11,5,3,1
20160427,2010,9,2017,jan2,2,8.64102564102564,1,6,9,13,10
20160020,1878,7,2017,jan2,2,7.97058823529412,5,7,12,4,6
20160020,1884,6,2017,jan2,2,7.97058823529412,5,7,12,4,6
20160202,2326,8,2017,jan2,2,7.28571428571429,14,13,8,3,4
20160106,2326,9,2017,jan2,2,7.57575757575758,9,8,7,6,3
20160106,2327,7,2017,jan2,2,7.57575757575758,9,8,7,6,3
20160093,2010,7,2017,jan2,2,8.28205128205128,3,8,10,11,7
20160093,2327,8,2017,jan2,2,8.28205128205128,3,8,10,11,7
20160129,2009,8,2017,jan2,2,8,6,8,6,4,8
20160129,2326,10,2017,jan2,2,8,6,8,6,4,8
20160129,2327,9,2017,jan2,2,8,6,8,6,4,8
20160275,2009,6,2017,jan2,2,7.76470588235294,5,7,15,5,2
20160275,2326,5,2017,jan2,3,7.76470588235294,5,7,15,5,2
20160149,1878,9,2017,jan2,2,7.81818181818182,2,3,2,3,1
20160189,2010,8,2017,jan2,2,8.13333333333333,4,7,6,7,6
20160123,1877,10,2017,jan2,2,8.9,2,3,6,15,14
20160123,1878,10,2017,jan2,1,8.9,2,3,6,15,14
20160406,1594,9,2017,jan2,4,8.33333333333333,1,2,2,6,1
20160406,2358,9,2017,jan2,2,8.33333333333333,1,2,2,6,1
20160291,2327,9,2017,jan2,2,8.86206896551724,1,1,8,10,9
20160433,2009,9,2017,jan2,2,8.48484848484848,1,5,10,11,6
20160433,2327,10,2017,jan2,2,8.48484848484848,1,5,10,11,6
20160009,1878,5,2017,jan2,10,7.23076923076923,6,2,2,2,1
20160009,2358,6,2017,jan2,1,7.23076923076923,6,2,2,2,1
20160370,2020,9,2017,jan2,2,9.16666666666667,1,1,8,12,20
20160370,2326,10,2017,jan2,2,9.16666666666667,1,1,8,12,20
20160370,2327,9,2017,jan2,2,9.16666666666667,1,1,8,12,20
20160044,2009,6,2017,jan2,2,6.96153846153846,14,6,2,1,3
20160044,2327,5,2017,jan2,5,6.96153846153846,14,6,2,1,3
20160332,2009,7,2017,jan2,2,6.9,9,7,2,1,1
20160332,2326,8,2017,jan2,2,6.9,9,7,2,1,1
20160332,2327,5,2017,jan2,4,6.9,9,7,2,1,1
20160332,2329,5,2017,jan2,14,6.9,9,7,2,1,1
20160223,2020,5,2017,jan2,3,9.11627906976744,1,1,9,13,19
20160223,2327,9,2017,jan2,2,9.11627906976744,1,1,9,13,19
20160180,2009,6,2017,jan2,2,7.73170731707317,6,9,18,6,2
20160180,2010,6,2017,jan2,2,7.73170731707317,6,9,18,6,2
20160180,2326,9,2017,jan2,2,7.73170731707317,6,9,18,6,2
20160180,2327,8,2017,jan2,2,7.73170731707317,6,9,18,6,2
20160375,2170,7,2017,jan2,3,7.25,6,13,6,2,1
20160375,2327,6,2017,jan2,2,7.25,6,13,6,2,1
20160078,2009,7,2017,jan2,2,7.78947368421053,6,3,4,1,5
20160078,2020,5,2017,jan2,3,7.78947368421053,6,3,4,1,5
20160156,2020,8,2017,jan2,2,8.73809523809524,3,3,10,12,14
20160156,2327,10,2017,jan2,2,8.73809523809524,3,3,10,12,14
20160043,2009,6,2017,jan2,2,7.57894736842105,6,3,5,3,2
20160043,2020,6,2017,jan2,2,7.57894736842105,6,3,5,3,2
20160081,1884,5,2017,jan2,2,7.33333333333333,3,5,2,1,1
20160081,2358,8,2017,jan2,2,7.33333333333333,3,5,2,1,1
20160069,1884,7,2017,jan2,2,8.04347826086956,1,6,9,5,2
20160083,1878,5,2017,jan2,4,7.05555555555556,8,5,2,2,1
20160083,2358,7,2017,jan2,2,7.05555555555556,8,5,2,2,1
20160035,1877,8,2017,jan2,2,7.56,7,6,4,7,1
20160035,1878,5,2017,jan2,3,7.56,7,6,4,7,1
20160035,2358,7,2017,jan2,2,7.56,7,6,4,7,1
20160112,1973,10,2017,jan2,1,9.05263157894737,1,5,4,9,19
20160112,2383,10,2017,jan2,2,9.05263157894737,1,5,4,9,19
20160220,1884,5,2017,jan2,4,7.16666666666667,12,3,4,3,2
20160364,1878,5,2017,jan2,3,7.08695652173913,8,8,5,1,1
20160364,1884,5,2017,jan2,3,7.08695652173913,8,8,5,1,1
20160364,2358,6,2017,jan2,2,7.08695652173913,8,8,5,1,1
20160423,2010,8,2017,jan2,2,8.14285714285714,1,9,12,10,3
20160330,2009,5,2017,jan2,3,7.13513513513514,14,11,7,3,2
20160330,2327,5,2017,jan2,3,7.13513513513514,14,11,7,3,2
20160402,1878,5,2017,jan2,3,8.93333333333333,1,1,6,13,9
20160326,2020,8,2017,jan2,1,8.96,1,2,5,6,11
20160326,2326,10,2017,jan2,2,8.96,1,2,5,6,11
20160326,2327,10,2017,jan2,2,8.96,1,2,5,6,11
20160171,1878,6,2017,jan2,2,7.625,5,3,3,3,2
20160431,1878,9,2017,jan2,2,8.16216216216216,2,10,10,10,5
20160431,1884,9,2017,jan2,2,8.16216216216216,2,10,10,10,5
20160363,2327,9,2017,jan2,1,7.17647058823529,7,5,2,1,2
20160418,1594,7,2017,jan2,7,7.5625,4,5,3,2,2
20160418,2358,5,2017,jan2,4,7.5625,4,5,3,2,2
20160182,1878,5,2017,jan2,4,8.1875,5,4,10,6,7
20160182,2358,7,2017,jan2,1,8.1875,5,4,10,6,7
20160250,2010,7,2017,jan2,2,7.61111111111111,3,6,5,3,1
20160187,1878,10,2017,jan2,2,8.5,1,2,6,5,4
20160187,1884,9,2017,jan2,2,8.5,1,2,6,5,4
20160187,2358,8,2017,jan2,2,8.5,1,2,6,5,4
20160302,2358,8,2017,jan2,1,7.47826086956522,4,10,5,2,2
20160204,2387,10,2017,jan2,2,8.33333333333333,3,2,9,4,6
20160204,2420,9,2017,jan2,1,8.33333333333333,3,2,9,4,6
20160413,2010,9,2017,jan2,2,8.64285714285714,1,4,12,17,8
20160413,2326,9,2017,jan2,2,8.64285714285714,1,4,12,17,8
20160339,1878,7,2017,jan2,2,7.6,11,11,6,7,5
20160339,1884,5,2017,jan2,3,7.6,11,11,6,7,5
20160170,2009,8,2017,jan2,2,7.22857142857143,13,7,10,4,1
20160170,2020,6,2017,jan2,2,7.22857142857143,13,7,10,4,1
20160170,2327,8,2017,jan2,2,7.22857142857143,13,7,10,4,1
20160365,2010,9,2017,jan2,2,8.71428571428571,2,3,10,17,10
20160274,2009,5,2017,jan2,3,6.68965517241379,18,5,4,1,1
20160274,2327,8,2017,jan2,2,6.68965517241379,18,5,4,1,1
20160314,2327,7,2017,jan2,2,7.26666666666667,10,9,5,5,1
20160356,2327,9,2017,jan2,2,8.69047619047619,1,4,12,15,10
20160061,2010,10,2017,jan2,2,9.51162790697675,1,1,4,6,31
20160061,2326,10,2017,jan2,2,9.51162790697675,1,1,4,6,31
20160436,2326,7,2017,jan2,2,6.90697674418605,21,14,2,3,3
20160436,2327,6,2017,jan2,2,6.90697674418605,21,14,2,3,3
20160206,2009,7,2017,jan2,2,7.4,7,9,3,4,2
20160206,2326,5,2017,jan2,10,7.4,7,9,3,4,2
20160206,2327,7,2017,jan2,2,7.4,7,9,3,4,2
20160048,2010,7,2017,jan2,2,8.425,1,7,10,18,4
20160048,2020,5,2017,jan2,3,8.425,1,7,10,18,4
20160323,2009,7,2017,jan2,2,7.64285714285714,6,15,13,4,4
20160323,2326,8,2017,jan2,2,7.64285714285714,6,15,13,4,4
20160318,1878,5,2017,jan2,3,7.5,5,10,5,5,1
20160086,2009,7,2017,jan2,2,7.61538461538462,10,13,5,4,7
20160086,2020,6,2017,jan2,2,7.61538461538462,10,13,5,4,7
20160302,1878,6,2017,jan2,2,7.47826086956522,4,10,5,2,2
20160012,2170,5,2017,jan2,7,6.94117647058824,8,5,2,1,1
20160201,2020,8,2017,jan2,2,8.05,5,10,11,6,8
20160201,2327,6,2017,jan2,2,8.05,5,10,11,6,8
20160040,1878,8,2017,jan2,2,7.57142857142857,3,3,6,1,1
20160040,1883,5,2017,jan2,3,7.57142857142857,3,3,6,1,1
20160157,1594,7,2017,jan2,3,7.4,9,5,5,4,2
20160277,2358,9,2017,jan2,2,8.52777777777778,3,6,6,11,10
20160277,2381,9,2017,jan2,2,8.52777777777778,3,6,6,11,10
20160316,2010,6,2017,jan2,2,7.02777777777778,14,12,6,3,1
20160404,1878,7,2017,jan2,1,7.77777777777778,5,8,6,4,4
20160317,1594,6,2017,jan2,5,6.85,13,2,1,3,1
20160317,1878,5,2017,jan2,6,6.85,13,2,1,3,1
20160071,1878,8,2017,jan2,2,7.75862068965517,4,7,12,4,2
20160071,1884,5,2017,jan2,3,7.75862068965517,4,7,12,4,2
20160071,2358,9,2017,jan2,2,7.75862068965517,4,7,12,4,2
20160042,2020,5,2017,jan2,5,6.96153846153846,12,9,1,2,2
20160354,2009,6,2017,jan2,2,7.5625,7,11,6,5,3
20160127,2009,7,2017,jan2,2,8.74418604651163,2,5,9,13,14
20160127,2010,8,2017,jan2,2,8.74418604651163,2,5,9,13,14
20160127,2327,5,2017,jan2,3,8.74418604651163,2,5,9,13,14
20160121,1877,8,2017,jan2,2,8.6875,2,5,5,9,11
20160121,2358,10,2017,jan2,2,8.6875,2,5,5,9,11
20160142,1878,5,2017,jan2,3,7.47826086956522,4,9,6,3,1
20160142,1884,5,2017,jan2,3,7.47826086956522,4,9,6,3,1
20160012,2009,6,2017,jan2,2,6.94117647058824,8,5,2,1,1
20160173,1878,7,2017,jan2,2,7.375,3,7,4,1,1
20160021,1878,8,2017,jan2,2,7.62068965517241,7,6,10,3,3
20160021,2358,9,2017,jan2,2,7.62068965517241,7,6,10,3,3
20160152,2358,9,2017,jan2,2,7.8125,4,10,7,10,1
20160058,2009,7,2017,jan2,2,7.61538461538462,5,10,5,2,4
20160058,2327,9,2017,jan2,2,7.61538461538462,5,10,5,2,4
20160421,2387,10,2017,jan2,2,8.62068965517241,2,5,4,9,9
20160141,1878,8,2017,jan2,2,7.81818181818182,2,6,9,4,1
20160405,1594,7,2017,jan2,5,7.47619047619048,2,12,3,3,1
20160405,1878,7,2017,jan2,2,7.47619047619048,2,12,3,3,1
20160283,2009,5,2017,jan2,3,6.71428571428571,15,9,2,1,1
20160283,2020,5,2017,jan2,4,6.71428571428571,15,9,2,1,1
20160283,2327,8,2017,jan2,2,6.71428571428571,15,9,2,1,1
20160120,1878,6,2017,jan2,2,7.87096774193548,9,4,6,6,6
20160437,1884,7,2017,jan2,2,7.38709677419355,9,8,9,3,2
20160437,2358,7,2017,jan2,2,7.38709677419355,9,8,9,3,2
20160042,2327,7,2017,jan2,2,6.96153846153846,12,9,1,2,2
20160023,1878,9,2017,jan2,2,8.25806451612903,1,5,13,9,3
20160023,2358,9,2017,jan2,1,8.25806451612903,1,5,13,9,3
20160415,2358,8,2017,jan2,2,7.74074074074074,6,6,8,3,4
20160137,2358,8,2017,jan2,2,7.71428571428571,4,5,6,5,1
20160347,1594,5,2017,jan2,4,7.29411764705882,6,4,4,2,1
20160341,2009,7,2017,jan2,2,7.07692307692308,6,3,2,1,1
20160341,2327,6,2017,jan2,2,7.07692307692308,6,3,2,1,1
20160379,2020,5,2017,jan2,4,7.23076923076923,4,5,2,1,1
20160379,2326,5,2017,jan2,2,7.23076923076923,4,5,2,1,1
20160379,2327,8,2017,jan2,2,7.23076923076923,4,5,2,1,1
20160070,2020,7,2017,jan2,2,7.12,8,10,4,2,1
20160052,1878,9,2017,jan2,2,8.45454545454546,2,4,5,4,7
20160052,2358,8,2017,jan2,2,8.45454545454546,2,4,5,4,7
